Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"MIR149","MicroRNA 149","RNA Gene","22","GC02P240456","2.43659210205078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR149"
"TAOK1","TAO Kinase 1","Protein Coding","44","GC17P049732","2.43643140792847","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAOK1"
"AGTR1","Angiotensin II Receptor Type 1","Protein Coding","49","GC03P148697","2.43630743026733","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGTR1"
"OGG1","8-Oxoguanine DNA Glycosylase","Protein Coding","45","GC03P011996","2.43290114402771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGG1"
"HIVEP1","HIVEP Zinc Finger 1","Protein Coding","37","GC06P012009","2.4316508769989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIVEP1"
"PARP3","Poly(ADP-Ribose) Polymerase Family Member 3","Protein Coding","39","GC03P052220","2.43096804618835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP3"
"ZAP70","Zeta Chain Of T Cell Receptor Associated Protein Kinase 70","Protein Coding","50","GC02P097734","2.43080258369446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZAP70"
"UBE2D1","Ubiquitin Conjugating Enzyme E2 D1","Protein Coding","44","GC10P058334","2.42996978759766","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D1"
"FOXP2","Forkhead Box P2","Protein Coding","44","GC07P114086","2.42990279197693","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP2"
"BCL3","BCL3 Transcription Coactivator","Protein Coding","41","GC19P044742","2.42873883247375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL3"
"ATP2A2","ATPase Sarcoplasmic/Endoplasmic Reticulum Ca2+ Transporting 2","Protein Coding","50","GC12P110280","2.42715358734131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2A2"
"CTTN","Cortactin","Protein Coding","42","GC11P070398","2.42245078086853","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTTN"
"HMGA2","High Mobility Group AT-Hook 2","Protein Coding","44","GC12P065824","2.42018413543701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA2"
"VHL","Von Hippel-Lindau Tumor Suppressor","Protein Coding","45","GC03P012055","2.41807055473328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL"
"PIK3R3","Phosphoinositide-3-Kinase Regulatory Subunit 3","Protein Coding","42","GC01M046041","2.41773509979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R3"
"SOCS1","Suppressor Of Cytokine Signaling 1","Protein Coding","43","GC16M011783","2.41623830795288","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS1"
"VRK2","VRK Serine/Threonine Kinase 2","Protein Coding","41","GC02P057907","2.41538906097412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VRK2"
"CKS1B","CDC28 Protein Kinase Regulatory Subunit 1B","Protein Coding","40","GC01P154974","2.41466283798218","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKS1B"
"MIR124-1","MicroRNA 124-1","RNA Gene","22","GC08M009903","2.4131498336792","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR124-1"
"SERPINB9","Serpin Family B Member 9","Protein Coding","38","GC06M002887","2.41114068031311","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB9"
"MIR24-1","MicroRNA 24-1","RNA Gene","21","GC09P095086","2.41099452972412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR24-1"
"PLOD1","Procollagen-Lysine,2-Oxoglutarate 5-Dioxygenase 1","Protein Coding","43","GC01P011934","2.41093349456787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLOD1"
"TRIM69","Tripartite Motif Containing 69","Protein Coding","36","GC15P044736","2.40650629997253","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM69"
"SOX2","SRY-Box Transcription Factor 2","Protein Coding","45","GC03P181711","2.40536713600159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX2"
"ACER2","Alkaline Ceramidase 2","Protein Coding","36","GC09P019408","2.4044406414032","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACER2"
"NDUFA13","NADH:Ubiquinone Oxidoreductase Subunit A13","Protein Coding","44","GC19P019515","2.40403628349304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA13"
"MAP2K5","Mitogen-Activated Protein Kinase Kinase 5","Protein Coding","45","GC15P092245","2.40397334098816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K5"
"MIR142","MicroRNA 142","RNA Gene","21","GC17M058331","2.40304327011108","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR142"
"TTR","Transthyretin","Protein Coding","48","GC18P031557","2.39865279197693","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTR"
"CHMP5","Charged Multivesicular Body Protein 5","Protein Coding","38","GC09P033257","2.39203000068665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP5"
"H1-5","H1.5 Linker Histone, Cluster Member","Protein Coding","33","GC06M061822","2.38904619216919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-5"
"TNFRSF13B","TNF Receptor Superfamily Member 13B","Protein Coding","46","GC17M016929","2.38757109642029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF13B"
"RNF31","Ring Finger Protein 31","Protein Coding","40","GC14P024146","2.38594174385071","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF31"
"SRPK2","SRSF Protein Kinase 2","Protein Coding","44","GC07M105110","2.38390970230103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPK2"
"PXN","Paxillin","Protein Coding","45","GC12M120210","2.38353776931763","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXN"
"LGALS8","Galectin 8","Protein Coding","41","GC01P236518","2.38250017166138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS8"
"KLF4","Kruppel Like Factor 4","Protein Coding","45","GC09M107484","2.38054776191711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF4"
"LRRK2","Leucine Rich Repeat Kinase 2","Protein Coding","48","GC12P040196","2.37964820861816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRK2"
"PSMD4","Proteasome 26S Subunit Ubiquitin Receptor, Non-ATPase 4","Protein Coding","43","GC01P151256","2.37961149215698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD4"
"IVL","Involucrin","Protein Coding","38","GC01P152881","2.3792576789856","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IVL"
"FLT4","Fms Related Receptor Tyrosine Kinase 4","Protein Coding","50","GC05M180607","2.37871742248535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT4"
"CIP2A","Cellular Inhibitor Of PP2A","Protein Coding","28","GC03M108545","2.37800931930542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIP2A"
"ID2","Inhibitor Of DNA Binding 2","Protein Coding","42","GC02P008678","2.37580227851868","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ID2"
"GH1","Growth Hormone 1","Protein Coding","44","GC17M063917","2.37220740318298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GH1"
"TOPBP1","DNA Topoisomerase II Binding Protein 1","Protein Coding","41","GC03M133600","2.37089967727661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOPBP1"
"GAST","Gastrin","Protein Coding","39","GC17P041712","2.37006616592407","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAST"
"HDAC6","Histone Deacetylase 6","Protein Coding","51","GC0XP048801","2.36998391151428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC6"
"SORT1","Sortilin 1","Protein Coding","44","GC01M109310","2.3676598072052","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SORT1"
"NPPA","Natriuretic Peptide A","Protein Coding","45","GC01M011846","2.36690831184387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPPA"
"MIR320A","MicroRNA 320a","RNA Gene","21","GC08M022262","2.36427068710327","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320A"
"MFGE8","Milk Fat Globule EGF And Factor V/VIII Domain Containing","Protein Coding","44","GC15M088898","2.36399340629578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFGE8"
"ITGA6","Integrin Subunit Alpha 6","Protein Coding","49","GC02P172427","2.36392188072205","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA6"
"BGLAP","Bone Gamma-Carboxyglutamate Protein","Protein Coding","40","GC01P156242","2.36373662948608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BGLAP"
"CDK5RAP3","CDK5 Regulatory Subunit Associated Protein 3","Protein Coding","38","GC17P047967","2.36364507675171","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5RAP3"
"DUSP13","Dual Specificity Phosphatase 13","Protein Coding","38","GC10M075094","2.36064481735229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP13"
"SELENOK","Selenoprotein K","Protein Coding","27","GC03M053884","2.36038255691528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOK"
"HMGA1","High Mobility Group AT-Hook 1","Protein Coding","45","GC06P076971","2.35850071907043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA1"
"AMBRA1","Autophagy And Beclin 1 Regulator 1","Protein Coding","38","GC11M084308","2.35841536521912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMBRA1"
"ZBTB17","Zinc Finger And BTB Domain Containing 17","Protein Coding","40","GC01M015943","2.35810708999634","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB17"
"ALB","Albumin","Protein Coding","49","GC04P073397","2.35795259475708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB"
"SLC9A1","Solute Carrier Family 9 Member A1","Protein Coding","50","GC01M027109","2.35470390319824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A1"
"COL5A2","Collagen Type V Alpha 2 Chain","Protein Coding","43","GC02M189031","2.35189604759216","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL5A2"
"IFIT2","Interferon Induced Protein With Tetratricopeptide Repeats 2","Protein Coding","38","GC10P090732","2.34951615333557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFIT2"
"ANGPTL4","Angiopoietin Like 4","Protein Coding","44","GC19P008363","2.34814977645874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPTL4"
"IL21","Interleukin 21","Protein Coding","42","GC04M122612","2.34674477577209","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL21"
"MYH13","Myosin Heavy Chain 13","Protein Coding","40","GC17M010300","2.34667348861694","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH13"
"MIR30A","MicroRNA 30a","RNA Gene","21","GC06M071403","2.3461697101593","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30A"
"UBE2Z","Ubiquitin Conjugating Enzyme E2 Z","Protein Coding","39","GC17P048908","2.34491348266602","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2Z"
"NOTCH2","Notch Receptor 2","Protein Coding","49","GC01M119911","2.3445348739624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH2"
"HDAC4","Histone Deacetylase 4","Protein Coding","50","GC02M239048","2.34253644943237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC4"
"SOAT1","Sterol O-Acyltransferase 1","Protein Coding","44","GC01P179262","2.33903360366821","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOAT1"
"PRTN3","Proteinase 3","Protein Coding","45","GC19P000840","2.33762979507446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRTN3"
"PSMC2","Proteasome 26S Subunit, ATPase 2","Protein Coding","40","GC07P103344","2.33415150642395","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC2"
"XIST","X Inactive Specific Transcript","RNA Gene","25","GC0XM073820","2.33272433280945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIST"
"NF2","NF2, Moesin-Ezrin-Radixin Like (MERLIN) Tumor Suppressor","Protein Coding","48","GC22P029603","2.33176016807556","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF2"
"RYBP","RING1 And YY1 Binding Protein","Protein Coding","40","GC03M072371","2.3315532207489","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RYBP"
"CNR2","Cannabinoid Receptor 2","Protein Coding","45","GC01M023870","2.32984495162964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNR2"
"EPAS1","Endothelial PAS Domain Protein 1","Protein Coding","48","GC02P046293","2.32835984230042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPAS1"
"HLA-A","Major Histocompatibility Complex, Class I, A","Protein Coding","46","GC06P076821","2.32586979866028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-A"
"IL15RA","Interleukin 15 Receptor Subunit Alpha","Protein Coding","40","GC10M005943","2.32376933097839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL15RA"
"VEGFC","Vascular Endothelial Growth Factor C","Protein Coding","46","GC04M176683","2.32358717918396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC"
"GAS1","Growth Arrest Specific 1","Protein Coding","42","GC09M086944","2.32180738449097","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS1"
"PRKAR1A","Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha","Protein Coding","50","GC17P068941","2.32165813446045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR1A"
"OMA1","OMA1 Zinc Metallopeptidase","Protein Coding","36","GC01M058415","2.32119250297546","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OMA1"
"SLC25A11","Solute Carrier Family 25 Member 11","Protein Coding","43","GC17M004937","2.31882309913635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A11"
"DDIT4","DNA Damage Inducible Transcript 4","Protein Coding","42","GC10P072273","2.31737685203552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDIT4"
"MIR20A","MicroRNA 20a","RNA Gene","20","GC13P091533","2.31500291824341","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR20A"
"PSMD1","Proteasome 26S Subunit, Non-ATPase 1","Protein Coding","38","GC02P231056","2.31383180618286","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD1"
"ACTA1","Actin Alpha 1, Skeletal Muscle","Protein Coding","46","GC01M229460","2.31249976158142","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA1"
"PAK4","P21 (RAC1) Activated Kinase 4","Protein Coding","47","GC19P039125","2.31216526031494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK4"
"CFL1","Cofilin 1","Protein Coding","45","GC11M065823","2.31152510643005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFL1"
"STK26","Serine/Threonine Kinase 26","Protein Coding","40","GC0XP132023","2.31151700019836","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK26"
"DBNDD2","Dysbindin Domain Containing 2","Protein Coding","30","GC20P045405","2.31013584136963","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBNDD2"
"TNFRSF17","TNF Receptor Superfamily Member 17","Protein Coding","43","GC16P011965","2.30907297134399","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF17"
"TF","Transferrin","Protein Coding","49","GC03P133805","2.30726170539856","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TF"
"PPP2CB","Protein Phosphatase 2 Catalytic Subunit Beta","Protein Coding","45","GC08M030762","2.30706930160522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CB"
"ARHGDIB","Rho GDP Dissociation Inhibitor Beta","Protein Coding","41","GC12M014942","2.30564880371094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGDIB"
"DLC1","DLC1 Rho GTPase Activating Protein","Protein Coding","45","GC08M013083","2.30529999732971","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLC1"
"MIR338","MicroRNA 338","RNA Gene","19","GC17M081126","2.30495762825012","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR338"
"TPX2","TPX2 Microtubule Nucleation Factor","Protein Coding","41","GC20P031739","2.30414819717407","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPX2"
"CANX","Calnexin","Protein Coding","43","GC05P179678","2.30351495742798","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CANX"
"YES1","YES Proto-Oncogene 1, Src Family Tyrosine Kinase","Protein Coding","47","GC18M000721","2.30198693275452","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YES1"
"ARL6IP1","ADP Ribosylation Factor Like GTPase 6 Interacting Protein 1","Protein Coding","40","GC16M019126","2.30017685890198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL6IP1"
"NFKBIE","NFKB Inhibitor Epsilon","Protein Coding","40","GC06M044258","2.30016398429871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKBIE"
"TNFAIP8L2","TNF Alpha Induced Protein 8 Like 2","Protein Coding","33","GC01P151156","2.29993510246277","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP8L2"
"NLRX1","NLR Family Member X1","Protein Coding","40","GC11P119166","2.29973697662354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRX1"
"TRPV1","Transient Receptor Potential Cation Channel Subfamily V Member 1","Protein Coding","46","GC17M003565","2.29955291748047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV1"
"GNRH2","Gonadotropin Releasing Hormone 2","Protein Coding","34","GC20P003866","2.29893350601196","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNRH2"
"IRF2","Interferon Regulatory Factor 2","Protein Coding","43","GC04M184387","2.29860067367554","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF2"
"MIR25","MicroRNA 25","RNA Gene","21","GC07M100093","2.29857778549194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR25"
"INSR","Insulin Receptor","Protein Coding","52","GC19M007112","2.29745078086853","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSR"
"SGPP1","Sphingosine-1-Phosphate Phosphatase 1","Protein Coding","38","GC14M063684","2.29452848434448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGPP1"
"CEBPA","CCAAT Enhancer Binding Protein Alpha","Protein Coding","46","GC19M033299","2.29448652267456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPA"
"EIF3A","Eukaryotic Translation Initiation Factor 3 Subunit A","Protein Coding","42","GC10M119034","2.2940673828125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3A"
"COMP","Cartilage Oligomeric Matrix Protein","Protein Coding","47","GC19M018783","2.29342794418335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMP"
"SMN1","Survival Of Motor Neuron 1, Telomeric","Protein Coding","41","GC05P070924","2.29329586029053","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN1"
"HIP1","Huntingtin Interacting Protein 1","Protein Coding","41","GC07M075533","2.29261469841003","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIP1"
"PDP1","Pyruvate Dehydrogenase Phosphatase Catalytic Subunit 1","Protein Coding","46","GC08P093857","2.29100203514099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDP1"
"EEF1A1","Eukaryotic Translation Elongation Factor 1 Alpha 1","Protein Coding","42","GC06M073515","2.29094314575195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A1"
"IRS2","Insulin Receptor Substrate 2","Protein Coding","45","GC13M109752","2.29009890556335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS2"
"GNAS","GNAS Complex Locus","Protein Coding","50","GC20P058839","2.28761720657349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAS"
